category,phrase,n_yes,n_no,score,new_yield,pct_device_cpe,sample_cves,sample_descriptions
cameras,running application,24,0,93.404,26,0.231,CVE-2005-0598|CVE-2005-0600|CVE-2005-0597,"The RealServer RealSubscriber on Cisco devices running Application and Content Networking System (ACNS) 5.1 allow remote attackers to cause a denial o|Cisco devices running Application and Content Networking System (ACNS) 5.0, 5.1 before 5.1.13.7, or 5.2 before 5.2.3.9 allow remote attackers to cause|Cisco devices running Application and Content Networking System (ACNS) 5.0 before 5.0.17.6 and 5.1 before 5.1.11.6 allow remote attackers to cause a d"
cameras,this binary,10,0,30.445,25,0.68,CVE-2017-9389|CVE-2017-8335|CVE-2017-8336,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a web user interface that allows a user to manage th|An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of |An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of "
cameras,wireless ip,11,0,34.49,18,1.0,CVE-2004-0056|CVE-2008-1113|CVE-2021-34711,"Multiple vulnerabilities in the H.323 protocol implementation for Nortel Networks Business Communications Manager (BCM), Succession 1000 IP Trunk and |Cisco Unified Wireless IP Phone 7921, when using Protected Extensible Authentication Protocol (PEAP), does not validate server certificates, which all|A vulnerability in the debug shell of Cisco IP Phone software could allow an authenticated, local attacker to read any file on the device file system."
cameras,c200,12,0,38.627,10,0.7,CVE-2017-15361|CVE-2019-6163|CVE-2021-38395,"The Infineon RSA library 1.02.013 in Infineon Trusted Platform Module (TPM) firmware, such as versions before 0000000000000422 - 4.34, before 00000000|A denial of service vulnerability was reported in Lenovo System Update before version 5.07.0084 that could allow service log files to be written to no|Honeywell Experion PKS C200, C200E, C300, and ACE controllers are vulnerable to improper neutralization of special elements in output, which may allow"
cameras,cgiserver,74,0,370.292,9,0.778,CVE-2013-5756|CVE-2013-5757|CVE-2013-5758,Directory traversal vulnerability in Yealink VoIP Phone SIP-T38G allows remote authenticated users to read arbitrary files via a .. (dot dot) in the p|Absolute path traversal vulnerability in Yealink VoIP Phone SIP-T38G allows remote authenticated users to read arbitrary files via a full pathname in |cgi-bin/cgiServer.exx in Yealink VoIP Phone SIP-T38G allows remote authenticated users to execute arbitrary commands by calling the system method in t
cameras,characters during,9,0,26.5,9,0.111,CVE-2012-0036|CVE-2014-9059|CVE-2020-3516,"curl and libcurl 7.2x before 7.24.0 do not properly consider special characters during extraction of a pathname from a URL, which allows remote attack|lib/setup.php in Moodle through 2.4.11, 2.5.x before 2.5.9, 2.6.x before 2.6.6, and 2.7.x before 2.7.3 does not provide charset information in HTTP he|A vulnerability in the web server authentication of Cisco IOS XE Software could allow an authenticated, remote attacker to crash the web server on the"
cameras,home security,9,0,26.5,9,0.889,CVE-2016-2398|CVE-2023-31761|CVE-2023-31762,"Comcast XFINITY Home Security System does not properly maintain base-station communication, which allows physically proximate attackers to defeat sens|Weak security in the transmitter of Blitzwolf BW-IS22 Smart Home Security Alarm v1.0 allows attackers to gain full access to the system via a code rep|Weak security in the transmitter of Digoo DG-HAMB Smart Home Security System v1.0 allows attackers to gain full access to the system via a code replay"
cameras,bc500,9,0,26.5,9,1.0,CVE-2022-1038|CVE-2024-5463|CVE-2023-5746,"A potential security vulnerability has been identified in the HP Jumpstart software, which might allow escalation of privilege. HP is recommending tha|A vulnerability regarding buffer copy without checking the size of input ('Classic Buffer Overflow') has been found in the login component. This allow|A vulnerability regarding use of externally-controlled format string is found in the cgi component. This allows remote attackers to execute arbitrary "
cameras,tc500,9,0,26.5,8,1.0,CVE-2024-5463|CVE-2023-5746|CVE-2023-47802,A vulnerability regarding buffer copy without checking the size of input ('Classic Buffer Overflow') has been found in the login component. This allow|A vulnerability regarding use of externally-controlled format string is found in the cgi component. This allows remote attackers to execute arbitrary |A vulnerability regarding improper neutralization of special elements used in an OS command ('OS Command Injection') is found in the IP block function
cameras,will notice that,8,0,22.666,8,0.875,CVE-2017-8335|CVE-2017-8336|CVE-2017-8329,"An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of |An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of |An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of "
cameras,filesystem set,8,0,22.666,6,1.0,CVE-2017-8335|CVE-2017-8336|CVE-2017-8329,"An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of |An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of |An issue was discovered on Securifi Almond, Almond+, and Almond 2015 devices with firmware AL-R096. The device provides a user with the capability of "
cameras,shell characters,10,0,30.445,4,0.25,CVE-2025-52573|CVE-2025-34227|CVE-2025-58763,"iOS Simulator MCP Server (ios-simulator-mcp) is a Model Context Protocol (MCP) server for interacting with iOS simulators. Versions prior to 1.3.3 are|Nagios XI < 2026R1 is vulnerable to an authenticated command injection vulnerability within the MongoDB Database, MySQL Query, MySQL Server, Postgres |Tautulli is a Python based monitoring and tracking tool for Plex Media Server. A command injection vulnerability in Tautulli v2.15.3 and prior allows "
cameras,cgi json,66,0,322.763,1,1.0,CVE-2023-27361,NETGEAR RAX30 rex_cgi JSON Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attacke
cameras,indoor hd,32,0,133.58,1,1.0,CVE-2018-18602,"The Cloud API on Guardzilla smart cameras allows user enumeration, with resultant arbitrary camera access and monitoring."
cameras,xiongmai,16,0,55.944,1,0.0,CVE-2024-3765,"A vulnerability classified as critical was found in Xiongmai AHB7804R-MH-V2, AHB8004T-GL, AHB8008T-GL, AHB7004T-GS-V3, AHB7004T-MHV2, AHB8032F-LME and"
cameras,rlc-410w,88,0,455.501,0,0.0,,
cameras,cgiserver cgi,74,0,370.292,0,0.0,,
cameras,cgiserver cgi json,66,0,322.763,0,0.0,,
cameras,cgi json command,66,0,322.763,0,0.0,,
cameras,c1 indoor,32,0,133.58,0,0.0,,
cameras,c1 indoor hd,32,0,133.58,0,0.0,,
cameras,running application firmware,24,0,93.404,0,0.0,,
cameras,camera running application,24,0,93.404,0,0.0,,
cameras,i5 devices,20,0,74.271,0,0.0,,
cameras,camera running,25,1,70.83,0,0.0,,
cameras,dcs-1130,17,0,60.441,0,0.0,,
cameras,c520ws,17,0,60.441,0,0.0,,
cameras,tapo,38,9,53.176,0,0.0,,
cameras,dcs-932l,13,0,42.846,0,0.0,,
cameras,c2 devices,13,0,42.846,0,0.0,,
cameras,dcs-1130 devices,13,0,42.846,0,0.0,,
cameras,dcs-1100,12,0,38.627,0,0.0,,
cameras,tapo c520ws,12,0,38.627,0,0.0,,
cameras,arbitrary shell characters,10,0,30.445,0,0.0,,
cameras,shell characters during,9,0,26.5,0,0.0,,
cameras,affected bc500,9,0,26.5,0,0.0,,
doorbell,configuration,3,2,1.009,9908,0.305,CVE-2000-0530|CVE-2000-0537|CVE-2000-0516,"The KApplication class in the KDE 1.1.2 configuration file management capability allows local users to overwrite arbitrary files.|BRU backup software allows local users to append data to arbitrary files by specifying an alternate configuration file with the BRUEXECLOG environment|When configured to store configuration information in an LDAP directory, Shiva Access Manager 5.0.0 stores the root DN (Distinguished Name) name and p"
doorbell,default,5,1,6.496,7355,0.284,CVE-2000-0487|CVE-2000-0499|CVE-2000-0639,"The Protected Store in Windows 2000 does not properly select the strongest encryption when available, which causes it to use a default of 40-bit encry|The default configuration of BEA WebLogic 3.1.8 through 4.5.1 allows a remote attacker to view source code of a JSP program by requesting a URL which |The default configuration of Big Brother 1.4h2 and earlier does not include proper access restrictions, which allows remote attackers to execute arbit"
doorbell,login,3,1,2.542,6281,0.166,CVE-2000-0552|CVE-2000-0538|CVE-2000-0542,"ICQwebmail client for ICQ 2000A creates a world readable temporary file during login and does not delete it, which allows local users to obtain sensit|ColdFusion Administrator for ColdFusion 4.5.1 and earlier allows remote attackers to cause a denial of service via a long login password.|Tigris remote access server before 11.5.4.22 does not properly record Radius accounting information when a user fails the initial login authentication"
doorbell,settings,3,1,2.542,5453,0.179,CVE-2000-0607|CVE-2000-1061|CVE-2000-1229,"Buffer overflow in fld program in Kanji on Console (KON) package on Linux may allow local users to gain root privileges via an input file containing l|Microsoft Virtual Machine (VM) in Internet Explorer 4.x and 5.x allows an unsigned applet to create and use ActiveX controls, which allows a remote at|Directory traversal vulnerability in Phorum 3.0.7 allows remote Phorum administrators to read arbitrary files via "".."" (dot dot) sequences in the defa"
doorbell,port,5,1,6.496,4228,0.447,CVE-2000-0556|CVE-2000-0558|CVE-2000-0532,"Buffer overflow in the web interface for Cmail 2.4.7 allows remote attackers to cause a denial of service by sending a large user name to the user dia|Buffer overflow in HP Openview Network Node Manager 6.1 allows remote attackers to execute arbitrary commands via the Alarm service (OVALARMSRV) on po|A FreeBSD patch for SSH on 2000-01-14 configures ssh to listen on port 722 as well as port 22, which might allow remote attackers to access SSH throug"
doorbell,insecure,4,0,8.789,3082,0.22,CVE-2000-0650|CVE-2000-1057|CVE-2000-0970,"The default installation of VirusScan 4.5 and NetShield 4.5 has insecure permissions for the registry key that identifies the AutoUpgrade directory, w|Vulnerabilities in database configuration scripts in HP OpenView Network Node Manager (NNM) 6.1 and earlier allows local users to gain privileges, pos|IIS 4.0 and 5.0 .ASP pages send the same Session ID cookie for secure and insecure web sessions, which could allow remote attackers to hijack the secu"
doorbell,verification,3,0,5.838,2427,0.366,CVE-2000-0768|CVE-2001-0092|CVE-2001-0148,"A function in Internet Explorer 4.x and 5.x does not properly verify the domain of a frame within a browser window, which allows a remote attacker to |A function in Internet Explorer 5.0 through 5.5 does not properly verify the domain of a frame within a browser window, which allows a remote attacker|The WMP ActiveX Control in Windows Media Player 7 allows remote attackers to execute commands in Internet Explorer via javascript URLs, a variant of t"
doorbell,encryption,3,0,5.838,1668,0.311,CVE-2000-0487|CVE-2000-0492|CVE-2000-0559,"The Protected Store in Windows 2000 does not properly select the strongest encryption when available, which causes it to use a default of 40-bit encry|PassWD 1.2 uses weak encryption (trivial encoding) to store passwords, which allows an attacker who can read the password file to easliy decrypt the p|eTrust Intrusion Detection System (formerly SessionWall-3) uses weak encryption (XOR) to store administrative passwords in the registry, which allows "
doorbell,w,3,0,5.838,1262,0.625,CVE-2001-1434|CVE-2000-0314|CVE-2001-1343,"Cisco IOS 12.0(5)XU through 12.1(2) allows remote attackers to read system administration and topology information via an ""snmp-server host"" command, |traceroute in NetBSD 1.3.3 and Linux systems allows local users to flood other systems by providing traceroute with a large waittime (-w) option, whic|ws_mail.cgi in WebStore 400/400CS 4.14 allows remote authenticated WebStore administrators to execute arbitrary code via shell metacharacters in the k"
doorbell,db,3,0,5.838,1201,0.17,CVE-2001-1331|CVE-2001-0214|CVE-2001-0224,"mandb in the man-db package before 2.3.16-3 allows local users to overwrite arbitrary files via the command line options (1) -u or (2) -c, which do no|Way-board CGI program allows remote attackers to read arbitrary files by specifying the filename in the db parameter and terminating the filename with|Muscat Empower CGI program allows remote attackers to obtain the absolute pathname of the server via an invalid request in the DB parameter."
doorbell,accessed,3,0,5.838,1181,0.426,CVE-2001-1374|CVE-2001-0954|CVE-2001-0884,"expect before 5.32 searches for its libraries in /var/tmp before other directories, which could allow local users to gain root privileges via a Trojan|Lotus Domino 5.0.5 and 5.0.8, and possibly other versions, allows remote attackers to cause a denial of service (block access to databases that have n|Cross-site scripting vulnerability in Mailman email archiver before 2.08 allows attackers to obtain sensitive information or authentication credential"
doorbell,wi-fi,11,0,34.49,864,0.832,CVE-2008-1269|CVE-2009-2273|CVE-2009-2319,"cp06_wifi_m_nocifr.cgi in the admin panel on the Alice Gate 2 Plus Wi-Fi router does not verify authentication credentials, which allows remote attack|The default configuration of the Wi-Fi component on the Huawei D100 does not use encryption, which makes it easier for remote attackers to obtain sens|The default configuration of the Wi-Fi component on the Axesstel MV 410R does not use encryption, which makes it easier for remote attackers to obtain"
