Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict,Human Notes
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2019-11560,"A buffer overflow vulnerability in the streaming server provided by hisilicon in HI3516 models allows an unauthenticated attacker to remotely run arbitrary code by sending a special RTSP over HTTP packet. The vulnerability was found in many cameras using hisilicon's hardware and software, as demonstrated by TENVIS cameras 1.3.3.3, 1.2.7.2, 1.2.1.4, 7.1.20.1.2, and 13.1.1.1.7.2; FDT FD7902 11.3.14.1.3 and 10.3.14.1.3; FOSCAM cameras 3.2.1.1.1_0815 and 3.2.2.2.1_0815; and Dericam cameras V11.3.8.1.12.",cpe:2.3:o:hisilicon:hi3516_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:hisilicon:hi3516:-:*:*:*:*:*:*:*,vendor_only,2019-05-07,9.8,3.0,CWE-787,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2019-7673,An issue was discovered on MOBOTIX S14 MX-V4.2.1.61 devices. Administrator Credentials are stored in the 13-character DES hash format.,cpe:2.3:o:mobotix:s14_firmware:mx-v4.2.1.61:*:*:*:*:*:*:*|cpe:2.3:h:mobotix:s14:-:*:*:*:*:*:*:*,vendor_only,2019-02-09,7.5,3.0,CWE-327,No,High,"MOBOTIX S14 is a professional/commercial surveillance camera, not a consumer home device.",No,High,,Yes,High,,No,
C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2019-7674,"An issue was discovered on MOBOTIX S14 MX-V4.2.1.61 devices. /admin/access accepts a request to set the ""aaaaa"" password, considered insecure for some use cases, from a user.",cpe:2.3:o:mobotix:s14_firmware:mx-v4.2.1.61:*:*:*:*:*:*:*|cpe:2.3:h:mobotix:s14:-:*:*:*:*:*:*:*,vendor_only,2019-02-09,9.8,3.0,CWE-521,No,High,"MOBOTIX S14 is a professional/commercial surveillance camera, not a consumer home device.",No,High,,Yes,High,,No,
C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2019-7675,"An issue was discovered on MOBOTIX S14 MX-V4.2.1.61 devices. The default management application is delivered over cleartext HTTP with Basic Authentication, as demonstrated by the /admin/index.html URI.",cpe:2.3:o:mobotix:s14_firmware:mx-v4.2.1.61:*:*:*:*:*:*:*|cpe:2.3:h:mobotix:s14:-:*:*:*:*:*:*:*,vendor_only,2019-02-09,7.5,3.0,CWE-319,No,High,"MOBOTIX S14 is a professional/commercial surveillance camera, not a consumer home device.",No,High,,Yes,High,,No,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2020-22253,"Xiongmai Technology Co devices AHB7008T-MH-V2, AHB7804R-ELS, AHB7804R-MH-V2, AHB7808R-MS-V2, AHB7808R-MS, AHB7808T-MS-V2, AHB7804R-LMS, and HI3518E_50H10L_S39 were all discovered to have port 9530 open which allows unauthenticated attackers to make arbitrary Telnet connections with the victim device.",cpe:2.3:o:xiongmaitech:ahb7008t-mh-v2_firmware:4.02.r11.7601.nat.onvifc.20170420:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7008t-mh-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7804r-els_firmware:4.02.r11.nat.onvifc.20160422:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7804r-els:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7804r-mh-v2_firmware:4.02.r11.7601.nat.onvifc.20170424:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7804r-mh-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7808r-ms-v2_firmware:4.02.r11.nat.onvifc.20170327:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7808r-ms-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7808r-ms_firmware:4.02.r11.nat.onvifc.20170328:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7808r-ms:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7808t-ms-v2_firmware:4.02.r11.nat.onvifc.20161205:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7808t-ms-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7804r-lms_firmware:4.02.r11.nat.onvifc.20170301:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7804r-lms:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:hi3518e_50h10l_s39_firmware:4.02.r12.nat.onvifs.20170727_all:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:hi3518e_50h10l_s39:-:*:*:*:*:*:*:*,vendor_only,2022-04-06,9.8,3.1,,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,No,High,,Yes,High,,Yes,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2020-22002,"An Unauthenticated Server-Side Request Forgery (SSRF) vulnerability exists in Inim Electronics Smartliving SmartLAN/G/SI <=6.x within the GetImage functionality. The application parses user supplied data in the GET parameter 'host' to construct an image request to the service through onvif.cgi. Since no validation is carried out on the parameter, an attacker can specify an external domain and force the application to make an HTTP request to an arbitrary destination host.",cpe:2.3:o:inim:smartliving_505_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:inim:smartliving_505:-:*:*:*:*:*:*:*|cpe:2.3:o:inim:smartliving_515_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:inim:smartliving_515:-:*:*:*:*:*:*:*|cpe:2.3:o:inim:smartliving_1050_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:inim:smartliving_1050:-:*:*:*:*:*:*:*|cpe:2.3:o:inim:smartliving_1050g3_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:inim:smartliving_1050g3:-:*:*:*:*:*:*:*|cpe:2.3:o:inim:smartliving_10100l_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:inim:smartliving_10100l:-:*:*:*:*:*:*:*|cpe:2.3:o:inim:smartliving_10100lg3_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:inim:smartliving_10100lg3:-:*:*:*:*:*:*:*,vendor_only,2021-04-29,7.5,3.1,CWE-918,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2020-21452,An issue was discovered in uniview ISC2500-S. This is an upload vulnerability where an attacker can upload malicious code via /Interface/DevManage/EC.php?cmd=upload,cpe:2.3:o:uniview:isc2500-s_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:uniview:isc2500-s:-:*:*:*:*:*:*:*,vendor_only,2021-04-29,9.8,3.1,CWE-434,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,No,High,,Yes,High,,Yes,
C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2020-28096,FOSCAM FHD X1 1.14.2.4 devices allow attackers (with physical UART access) to login via the ipc.fos~ password.,cpe:2.3:o:foscammall:foscam_x1_firmware:1.14.2.4:*:*:*:*:*:*:*|cpe:2.3:h:foscammall:foscam_x1:-:*:*:*:*:*:*:*,vendor_only,2020-12-28,6.8,3.1,,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.,Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:No/High  G:No/High,judgments not unanimous,CVE-2020-24051,"The Moog EXO Series EXVF5C-2 and EXVP7C2-3 units support the ONVIF interoperability IP-based physical security protocol, which requires authentication for some of its operations. It was found that the authentication check for those ONVIF operations can be bypassed. An attacker can abuse this issue to execute privileged operations without authentication, for instance, to create a new Administrator user.",cpe:2.3:o:moog:exvf5c-2_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:moog:exvf5c-2:-:*:*:*:*:*:*:*|cpe:2.3:o:moog:exvp7c2-3_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:moog:exvp7c2-3:-:*:*:*:*:*:*:*,vendor_only,2020-08-21,9.8,3.1,CWE-306,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,No,High,,No,vendor makes stuff exclusively for professional deployments
C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2020-3930,"GeoVision Door Access Control device family improperly stores and controls access to system logs, any users can read these logs.",cpe:2.3:o:geovision:gv-gf192x_firmware:1.10:*:*:*:*:*:*:*|cpe:2.3:h:geovision:gv-gf192x:-:*:*:*:*:*:*:*,vendor_only,2020-06-12,3.3,3.1,CWE-532,No,High,"GeoVision Door Access Control is a commercial access-control product line, not a consumer home camera.",No,High,,Yes,High,,No,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-47795,"GeoVision GeoWebServer 5.3.3 contains multiple vulnerabilities including local file inclusion, cross-site scripting, and remote code execution through improper input sanitization. Attackers can exploit the WebStrings.srf endpoint by manipulating path traversal and injection parameters to access system files and execute malicious scripts.",,vendor_only,2026-01-16,6.2,3.1,CWE-22,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,GEOVISION IS FOR PROFESSIONALS
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2021-41506,"Xiaongmai AHB7008T-MH-V2, AHB7804R-ELS, AHB7804R-MH-V2, AHB7808R-MS-V2, AHB7808R-MS, AHB7808T-MS-V2, AHB7804R-LMS, HI3518_50H10L_S39 V4.02.R11.7601.Nat.Onvif.20170420, V4.02.R11.Nat.Onvif.20160422, V4.02.R11.7601.Nat.Onvif.20170424, V4.02.R11.Nat.Onvif.20170327, V4.02.R11.Nat.Onvif.20161205, V4.02.R11.Nat.20170301, V4.02.R12.Nat.OnvifS.20170727 is affected by a backdoor in the macGuarder and dvrHelper binaries of DVR/NVR/IP camera firmware due to static root account credentials in the system.",cpe:2.3:o:xiongmaitech:ahb7008t-mh-v2_firmware:4.02.r11.7601.nat.onvif.20170420:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7008t-mh-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7804r-els_firmware:4.02.r11.nat.onvif.20160422:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7804r-els:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7804r-mh-v2_firmware:4.02.r11.7601.nat.onvif.20170424:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7804r-mh-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7808r-ms-v2_firmware:4.02.r11.nat.onvif.20170327:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7808r-ms-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7808r-ms_firmware:4.02.r11.nat.onvif.20160328:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7808r-ms:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7808t-ms-v2_firmware:4.02.r11.nat.onvifc.20161205:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7808t-ms-v2:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:ahb7804r-lms_firmware:4.02.r11.nat.20170301:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:ahb7804r-lms:-:*:*:*:*:*:*:*|cpe:2.3:o:xiongmaitech:hi3518e_50h10l_s39_firmware:4.02.r12.nat.onvifs.20170727:*:*:*:*:*:*:*|cpe:2.3:h:xiongmaitech:hi3518e_50h10l_s39:-:*:*:*:*:*:*:*,vendor_only,2022-06-30,9.8,3.1,CWE-287,Maybe,Low,Vendor produces both consumer and commercial/NVR-DVR camera lines; cannot tell from CPE/description whether this model is one a typical home user would deploy.,Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:Maybe/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2021-3555,A Buffer Overflow vulnerability in the RSTP server component of Eufy Indoor 2K Indoor Camera allows a local attacker to achieve remote code execution. This issue affects: Eufy Indoor 2K Indoor Camera 2.0.9.3 version and prior versions.,cpe:2.3:o:eufylife:solo_indoorcam_c24_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:eufylife:solo_indoorcam_c24:-:*:*:*:*:*:*:*|cpe:2.3:o:eufylife:solo_indoorcam_p24_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:eufylife:solo_indoorcam_p24:-:*:*:*:*:*:*:*,vendor_only,2022-05-31,8.8,3.1,CWE-120,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,Maybe,Low,"Description mentions security camera-related terms, but the affected product appears to be general software/IT rather than a home IoT appliance.",Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-32941,"Annke N48PBB (Network Video Recorder) products of version 3.4.106 build 200422 and prior are vulnerable to a stack-based buffer overflow, which allows an unauthorized remote attacker to execute arbitrary code with the same privileges as the server user (root).",cpe:2.3:o:annke:n48pbb_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:annke:n48pbb_firmware:3.4.106:-:*:*:*:*:*:*|cpe:2.3:o:annke:n48pbb_firmware:3.4.106:build_200422:*:*:*:*:*:*|cpe:2.3:h:annke:n48pbb:-:*:*:*:*:*:*:*,vendor_only,2022-05-23,9.8,3.1,CWE-121|CWE-787,Yes,High,ANNKE N48PBB is an ANNKE consumer NVR (network video recorder) for home security cameras; unauthenticated RCE is in scope.,No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21952,An authentication bypass vulnerability exists in the CMD_DEVICE_GET_RSA_KEY_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to increased privileges.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-12-22,9.8,3.1,CWE-288|CWE-287,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21953,An authentication bypass vulnerability exists in the process_msg() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted man-in-the-middle attack can lead to increased privileges.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-12-22,8.1,3.1,CWE-300,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21954,A command execution vulnerability exists in the wifi_country_code_update functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to arbitrary command execution.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-12-09,9.9,3.1,CWE-78,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21955,An authentication bypass vulnerability exists in the get_aes_key_info_by_packetid() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. Generic network sniffing can lead to password recovery. An attacker can sniff network traffic to trigger this vulnerability.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-12-09,7.5,3.1,CWE-334|CWE-287,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21950,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function recv_server_device_response_msg_process. A specially-crafted network packet can lead to code execution.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-12-08,10.0,3.1,CWE-119|CWE-1284,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21951,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function read_udp_push_config_file. A specially-crafted network packet can lead to code execution.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-12-08,10.0,3.1,CWE-119|CWE-1284,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21940,A heap-based buffer overflow vulnerability exists in the pushMuxer processRtspInfo functionality of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted network packet can lead to a heap buffer overflow. An attacker can send a malicious packet to trigger this vulnerability.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-10-12,10.0,3.1,CWE-122|CWE-787,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-21941,A use-after-free vulnerability exists in the pushMuxer CreatePushThread functionality of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to remote code execution.,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,vendor_only,2021-10-12,9.0,3.1,CWE-368|CWE-416,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-40378,"An issue was discovered on Compro IP70 2.08_7130218, IP570 2.08_7130520, IP60, and TN540 devices. /cgi-bin/support/killps.cgi deletes all data from the device.",cpe:2.3:o:comprotech:ip70_firmware:2.08_7130218:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:ip70:*:*:*:*:*:*:*:*|cpe:2.3:o:comprotech:ip570_firmware:2.08_7130520:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:ip570:*:*:*:*:*:*:*:*|cpe:2.3:o:comprotech:ip60_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:ip60:*:*:*:*:*:*:*:*|cpe:2.3:o:comprotech:tn540_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:tn540:*:*:*:*:*:*:*:*,vendor_only,2021-09-01,8.1,3.1,CWE-862,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.,No,High,,Yes,High,,No,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-40379,"An issue was discovered on Compro IP70 2.08_7130218, IP570 2.08_7130520, IP60, and TN540 devices. rstp://.../medias2 does not require authorization.",cpe:2.3:o:comprotech:ip70_firmware:2.08_7130218:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:ip70:*:*:*:*:*:*:*:*|cpe:2.3:o:comprotech:ip570_firmware:2.08_7130520:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:ip570:*:*:*:*:*:*:*:*|cpe:2.3:o:comprotech:ip60_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:ip60:*:*:*:*:*:*:*:*|cpe:2.3:o:comprotech:tn540_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:comprotech:tn540:*:*:*:*:*:*:*:*,vendor_only,2021-09-01,7.5,3.1,CWE-862,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.,No,High,,Yes,High,,No,
