Category,Direction,Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2,Disagreement
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43656,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability allows OS Command Injection as root

This issue affects Iocharger firmware for AC model chargers before version 24120701.

Likelihood: Moderate – It might be difficult for an attacker to identify the file structure of the <redated> directory, and then modify the backup to add a new CGI script in the correct directory. Furthermore, the attacker will need an account to restore the settings backup, or convince a user with such access to upload a modified backup file.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and deletefiles and services.

CVSS clarification: Any network interface serving the web ui is vulnerable (AV:N) and there are not additional security measures to circumvent (AC:L), nor does the attack require and existing preconditions (AT:N). The attack is authenticated, but the level of authentication does not matter (PR:L), nor is any user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H), and compromised devices can be used to pivot into networks that should potentially not be accessible (SC:L/SI:L/SA:H). Becuase this is an EV charger handing significant power, there is a potential safety impact (S:P). This attack can be automated (AU:Y).",,keyword_only,2025-01-09,8.8,3.1,CWE-78|CWE-434,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43657,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability allows OS Command Injection as root

This issue affects Iocharger firmware for AC model chargers before version 24120701.

Likelihood: High. However, the attacker will need a (low privilege) account to gain access to the action.exe CGI binary and upload the crafted firmware file, or convince a user with such access to upload it.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and deletefiles and services.

CVSS clarification: Any network interface serving the web ui is vulnerable (AV:N) and there are not additional security measures to circumvent (AC:L), nor does the attack require and existing preconditions (AT:N). The attack is authenticated, but the level of authentication does not matter (PR:L), nor is any user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H), and compromised devices can be used to pivot into networks that should potentially not be accessible (SC:L/SI:L/SA:H). Becuase this is an EV charger handing significant power, there is a potential safety impact (S:P). This attack can be automated (AU:Y).",,keyword_only,2025-01-09,8.8,3.1,CWE-78|CWE-434,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43659,"After gaining access to the firmware of a charging station, a file at <redacted> can be accessed to obtain default credentials that are the same across all Iocharger AC model EV chargers.

This issue affects Iocharger firmware for AC models before firmware version 25010801. 

The issue is addressed by requiring a mandatory password change on first login, it is still recommended to change the password on older models.

Likelihood: Moderate – The attacker will first have to abuse a code execution or file inclusion vulnerability (for example by using <redacted>.sh) to gain access to the <redacted>.json file, or obtain a firmware dump of the charging station or obtain the firmware via other channels.

Impact: Critical – All chargers using Iocharger firmware for AC models started with the same initial password. For models with firmware version before 25010801 a password change was not mandatory. It is therefore very likely that this firmware password is still active on many chargers. These credentials could, once obtained, allow an attacker to log into many Iocharger charging station, and allow them to execute arbitrary commands via the System → Custom page.

CVSS clarification: Any network interface serving the web ui is vulnerable (AV:N) and there are not additional security measures to circumvent (AC:L), nor does the attack require and existing preconditions (AT:N). The attack is authenticated, and requires high privileges (PR:H), there is no user interaction required (UI:N). The attack leads to a compromised of the confidentialy of the ""super user"" credentials of the device (VC:H/VI:N/VA:N), and can subsequently be used to full compromise and other devices (SC:H/SI:H/SA:H). Becuase this is an EV charger handing significant power, there is a potential safety impact (S:P). This attack can be automated (AU:Y).",,keyword_only,2025-01-09,7.2,3.1,CWE-256|CWE-1391|CWE-1393,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43660,"The CGI script <redacted>.sh can be used to download any file on the filesystem.

This issue affects Iocharger firmware for AC model chargers beforeversion 24120701.

Likelihood: High, but credentials required.

Impact: Critical – The script can be used to download any file on the filesystem, including sensitive files such as /etc/shadow, the CGI script source code or binaries and configuration files.

CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/S:P/AU:Y
CVSS clarification. The attack can be executed over any network connection the station is listening to and serves the web interface (AV:N), and there are no additional security measure sin place that need to be circumvented (AC:L), the attack does not rely on preconditions (AT:N). The attack does require authentication, but the level of authentication is irrelevant (PR:L), it does not require user interaction (UI:N). The confidentiality of all files of the devicd can be compromised (VC:H/VI:N/VA:N).  There is no impact on subsequent systems. (SC:N/SI:N/SA:N). While this device is an EV charger handing significant amounts of power, this attack in isolation does not have a safety impact. The attack can be automated (AU:Y).",,keyword_only,2025-01-09,7.5,3.1,CWE-552,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43661,"The <redacted>.so library, which is used by <redacted>, is
vulnerable to a buffer overflow in the code that handles the deletion
of certificates. This buffer overflow can be triggered by providing a
long file path to the <redacted> action of the <redacted>.exe CGI binary or
to the <redacted>.sh CGI script. This binary or script will write this
file path to <redacted>, which is then
read by <redacted>.so


This issue affects Iocharger firmware for AC models before version 24120701.

Likelihood: Moderate – An attacker will have to find this exploit by
either obtaining the binaries involved in this vulnerability, or by trial
and error. Furthermore, the attacker will need a (low privilege)
account to gain access to the <redacted>.exe CGI binary or <redacted>.sh
script to trigger the vulnerability, or convince a user with such access
send an HTTP request that triggers it.


Impact: High – The <redacted> process, which we assume is
responsible for OCPP communication, will keep crashing after
performing the exploit. This happens because the buffer overflow
causes the process to segfault before
<redacted> is removed. This means that,
even though <redacted> is automatically restarted, it will crash
again as soon as it tries to parse the text file.

CVSS clarification. The attack can be executed over any network connection the station is listening to and serves the web interface (AV:N), and there are no additional security measure sin place that need to be circumvented (AC:L), the attack does not rely on preconditions (AT:N). The attack does require authentication, but the level of authentication is irrelevant (PR:L), it does not require user interaction (UI:N). The attack leads to reducred availability of the device (VC:N/VI:N/VA:H). THere is not impact on subsequent systems. (SC:N/SI:N/SA:N). Alltough this device is an EV charger handing significant amounts of power, we do not forsee a safety impact. The attack can be automated (AU:Y). Because the DoS condition is written to disk persistantly, it cannot be recovered by the user (R:I).",,keyword_only,2025-01-09,9.8,3.1,CWE-121,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43662,"The <redacted>.exe or <redacted>.exe CGI binary can be used to upload arbitrary files to /tmp/upload/ or /tmp/ respectively as any user, although the user interface for uploading files is only shown to the iocadmin user.

This issue affects Iocharger firmware for AC models before version 24120701.

Likelihood: Moderate – An attacker will need to have knowledge of this CGI binary, e.g. by finding it in firmware. Furthermore, the attacker will need a (low privilege) account to gain access to the <redacted>.exe or <redacted>.exe CGI binary and upload the file, or convince a user with such access to upload it.

Impact: Low – The attacker can upload arbitrary files to /tmp/upload/ or /tmp/. However, the attacker is unable to access or use these files without other vulnerabilities.

CVSS clarification. The attack can be executed over any network connection the station is listening to and serves the web interface (AV:N), and there are no additional security measure sin place that need to be circumvented (AC:L), the attack does not rely on preconditions (AT:N). The attack does require authentication, but the level of authentication is irrelevant (PR:L), it does not require user interaction (UI:N). Artitrary files can be uploaded, be these files will not be in a location where they can influence confidentiality or availability and have a minimal impact on device integrity (VC:N/VI:L/VA:N).  There is no impact on subsequent systems. (SC:N/SI:N/SA:N). While this device is an EV charger handing significant amounts of power, we do not expect this vulnerability to have a safety impact. The attack can be automated (AU:Y).",,keyword_only,2025-01-09,,,CWE-434|CWE-862,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43663,"There are many buffer overflow vulnerabilities present in several CGI binaries of the charging station.This issue affects Iocharger firmware for AC model chargers beforeversion 24120701.

Likelihood: High – Given the prevalence of these buffer overflows, and the clear error message of the web server, an attacker is very likely to be able to find these vulnerabilities.

Impact: Low – Usually, overflowing one of these buffers just causes a segmentation fault of the CGI binary, which causes the web server to return a 502 Bad Gateway error. However the webserver itself is not affected, and no DoS can be achieved. Abusing these buffer overflows in a meaningful way requires highly technical knowledge, especially since ASLR also seems to be enabled on the charging station. However, a skilled attacker might be able to use one of these buffer overflows to obtain remote code execution.

CVSS clarification. The attack can be executed over any network connection the station is listening to and serves the web interface (AV:N), and there are no additional security measure sin place that need to be circumvented (AC:L), the attack does not rely on preconditions (AT:N). The attack does require authentication, but the level of authentication is irrelevant (PR:L), it does not require user interaction (UI:N). The attack has a small impact on the availability of the device (VC:N/VI:N/VA:L).  There is no impact on subsequent systems. (SC:N/SI:N/SA:N). While this device is an EV charger handing significant amounts of power, we do not expect  this vulnerability to have a safety impact. The attack can be automated (AU:Y).",,keyword_only,2025-01-09,9.8,3.1,CWE-121,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-68133,"EVerest is an EV charging software stack. In versions 2025.9.0 and below, an attacker can exhaust the operating system's memory and cause the module to terminate by initiating an unlimited number of TCP connections that never proceed to ISO 15118-2 communication. This is possible because a new thread is started for each incoming plain TCP or TLS socket connection before any verification occurs, and the verification performed is too permissive. The EVerest processes and all its modules shut down, affecting all EVSE functionality. This issue is fixed in version 2025.10.0.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-01-21,7.4,3.1,CWE-770,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-68134,"EVerest is an EV charging software stack. Prior to version 2025.10.0, the use of the `assert` function to handle errors frequently causes the module to crash. This is particularly critical because the manager shuts down all other modules and exits when any one of them terminates, leading to a denial of service. In a context where a manager handles multiple EVSE, this would also impact other users. Version 2025.10.0 fixes the issue.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-01-21,7.4,3.1,CWE-20,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-68139,"EVerest is an EV charging software stack. In all versions up to and including 2025.12.1, the default value for `terminate_connection_on_failed_response` is `False`, which leaves the responsibility for session and connection termination to the EV. In this configuration, any errors encountered by the module are logged but do not trigger countermeasures such as session and connection reset or termination. This could be abused by a malicious user in order to exploit other weaknesses or vulnerabilities. While the default will stay at the setting that is described as potentially problematic in this reported issue, a mitigation is available by changing the `terminate_connection_on_failed_response`  setting to `true`. However this cannot be set to this value by default since it can trigger errors in vehicle ECUs requiring ECU resets and lengthy unavailability in charging for vehicles. The maintainers judge this to be a much more important workaround then short-term unavailability of an EVSE, therefore this setting will stay at the current value.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-01-21,4.3,3.1,CWE-384,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-68141,"EVerest is an EV charging software stack. Prior to version 2025.10.0, during the deserialization of a `DC_ChargeLoopRes` message that includes Receipt as well as TaxCosts, the vector `<DetailedTax>tax_costs` in the target `Receipt` structure is accessed out of bounds. This occurs in the method `template <> void convert(const struct iso20_dc_DetailedTaxType& in, datatypes::DetailedTax& out)` which leads to a null pointer dereference and causes the module to terminate. The EVerest processes and all its modules shut down, affecting all EVSE. Version 2025.10.0 fixes the issue.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-01-21,7.4,3.1,CWE-476,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2026-26074,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race leading to possible `std::map<std::queue>` corruption. The trigger is CSMS GetLog/UpdateFirmware request (network) with an EVSE fault event (physical). This results in TSAN reports concurrent access (data race) to `event_queue`. Version 2026.2.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,7.0,3.1,CWE-362,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2026-27815,"EVerest is an EV charging software stack. Prior to versions to 2026.02.0, ISO15118_chargerImpl::handle_session_setup copies a variable-length payment_options list into a fixed-size array of length 2 without bounds checking. With schema validation disabled by default, oversized MQTT Cmd payloads can trigger out-of-bounds writes and corrupt adjacent EVSE state or crash the process. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,9.1,3.1,CWE-787,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2026-27816,"EVerest is an EV charging software stack. Prior to versions to 2026.02.0, ISO15118_chargerImpl::handle_update_energy_transfer_modes copies a variable-length list into a fixed-size array of length 6 without bounds checking. With schema validation disabled by default, oversized MQTT Cmd payloads can trigger out-of-bounds writes and corrupt adjacent EVSE state or crash the process. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,9.1,3.1,CWE-787,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2026-27828,"EVerest is an EV charging software stack. Prior to version 2026.02.0, ISO15118_chargerImpl::handle_session_setup uses v2g_ctx after it has been freed when ISO15118 initialization fails (e.g., no IPv6 link-local address). The EVSE process can be crashed remotely by an attacker with MQTT access who issues a session_setup command while v2g_ctx has been released. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,7.5,3.1,CWE-416,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2026-33015,"EVerest is an EV charging software stack. Prior to version 2026.02.0, even immediately after CSMS performs a RemoteStop (StopTransaction), the EVSE can return to `PrepareCharging` via the EV's BCB toggle, allowing session restart. This breaks the irreversibility of remote stop and can bypass operational/billing/safety controls. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,5.2,3.1,CWE-863,No,Low,"EVerest is an open-source EV charging software stack (Linux Foundation project); the vulnerable component is the software framework used to implement EVSE functionality, not a specific home EV wallbox device",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: EVerest open-source charging software stack, not a home wallbox product.",Partner=Yes vs Suhani=No
fridge,vendor_only,C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2026-5667,"Use of Hard-coded Credentials vulnerability in Mitsubishi Electric Room Air Conditioners (for Japan and outside Japan); Wireless LAN Adapters for Room Air Conditioners (for Japan and outside Japan); Wireless LAN Adapters for Packaged Air Conditioners (for Japan and outside Japan); Refrigerators (for Japan); Heat Pump Water Heaters / HEMS-Compatible Adapters / Wireless LAN Adapters (for Japan); Bathroom Dryer / Heater / Ventilation Systems (for Japan); Adapters for Airflow Ventilation Systems, Heat Pump Chilled / Hot Water Systems, and Ventilation / Air-Conditioning System Air Resorts (for Japan); Lossnay Central Ventilation Systems (for Japan); Smart Switches for Ventilation Fans and Lossnay (for Japan); IH Cooking Heaters (for Japan); and Rice Cookers (for Japan) allows an attacker within Wi-Fi radio range of an affected product to access the affected product using a hard-coded SSID and password, thereby obtaining device data such as operation status, room set temperature, and room temperature; changing the air-conditioner or Wi-Fi settings; or causing Wi-Fi communication to enter a denial-of-service (DoS) condition.",,vendor_only,2026-06-17,,,CWE-798,No,High,,No,High,,Yes,High,,No,,Yes,Same pattern as CVE-2022-33321 — Mitsubishi consumer CVE includes refrigerator.,Partner=No vs Suhani=Yes
garden,keyword_only,C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-12078,"ECOVACS robot lawn mowers and vacuums use a shared, static secret key to encrypt BLE GATT messages. An unauthenticated attacker within BLE range can control any robot using the same key.",cpe:2.3:o:ecovacs:deebot_n10_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_n10:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_t10_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_t10:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_x1_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_x1:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_t20_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_t20:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_x2_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_x2:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:goat_g1_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:goat_g1:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:airbot_z1_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:airbot_z1:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:airbot_ava_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:airbot_ava:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:airbot_andy_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:airbot_andy:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_900_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_900:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_n8_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_n8:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_t8_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_t8:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_n9_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_n9:-:*:*:*:*:*:*:*|cpe:2.3:o:ecovacs:deebot_t9_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:ecovacs:deebot_t9:-:*:*:*:*:*:*:*,keyword_only,2025-01-23,6.3,3.1,CWE-321,Yes,High,,No,High,,Yes,High,,Yes,,Maybe,Multi-product ECOVACS CVE — mostly Deebot robot vacuums (belongs in robotvacuum); GOAT G1 lawn mower fits garden. Ambiguous for this category.,Partner=Yes vs Suhani=Maybe
home-power,keyword_only,C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2026-25872,"JUNG Smart Panel KNX firmware version L1.12.22 and prior contain an unauthenticated path traversal vulnerability in the embedded web interface. The application fails to properly validate file path input, allowing remote, unauthenticated attackers to access arbitrary files on the underlying filesystem within the context of the web server. This may result in disclosure of system configuration files and other sensitive information.",,keyword_only,2026-02-10,5.3,3.1,CWE-22,Yes,Low,"JUNG Smart Panel KNX is a building automation touchscreen controller using the KNX home automation protocol commonly deployed in residential smart homes for energy management; however KNX is also used in commercial buildings, making the home deployment context somewhat ambiguous",No,High,,Yes,High,,Yes,,No,Commercial building/access software — out of scope for consumer home IoT.,Partner=Yes vs Suhani=No
hub,vendor_only,C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2018-3903,"On Samsung SmartThings Hub STH-ETH-250 devices with firmware version 0.20.17, the video-core process incorrectly extracts fields from a user-controlled JSON payload, leading to a buffer overflow on the stack. An attacker can send an HTTP request to trigger this vulnerability. The memcpy call overflows the destination buffer, which has a size of 512 bytes. An attacker can send an arbitrarily long ""url"" value in order to overwrite the saved-PC with 0x42424242.",cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,vendor_only,2018-08-23,9.9,3.1,CWE-787,Yes,High,,No,High,,Yes,High,,Yes,,No,"Samsung SmartThings Hub — belongs in hub category, not alarms.",Partner=Yes vs Suhani=No
hub,keyword_only,C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-0970,Multiple buffer overflow vulnerabilities in SiLabs Z/IP Gateway SDK version 7.18.01 and earlier allow an attacker with invasive physical access to a Z-Wave controller device to overwrite global memory and potentially execute arbitrary code.,cpe:2.3:a:silabs:z\/ip_gateway_sdk:*:*:*:*:*:*:*:*,keyword_only,2023-06-21,6.8,3.1,CWE-125|CWE-787|CWE-120,Maybe,Low,SiLabs Z/IP Gateway SDK is a software toolkit for building Z-Wave gateway devices used as home IoT hubs; the CVE is in the SDK layer rather than a specific consumer home IoT hub device; Z/IP gateways can serve home or commercial applications,No,High,,Yes,High,,Yes,,No,Reference design/SDK/platform code — not a specific consumer home IoT product.,Partner=Yes vs Suhani=No
hub,keyword_only,C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-0971,"A logic error in SiLabs Z/IP Gateway SDK 7.18.02 and earlier allows authentication to be bypassed, remote administration of Z-Wave controllers, and S0/S2 encryption keys to be recovered.",cpe:2.3:a:silabs:z\/ip_gateway_sdk:*:*:*:*:*:*:*:*,keyword_only,2023-06-21,8.8,3.1,CWE-268|CWE-863,Maybe,Low,SiLabs Z/IP Gateway SDK is a software toolkit for building Z-Wave gateway devices used as home IoT hubs; the CVE is in the SDK layer rather than a specific consumer home IoT hub device; Z/IP gateways can serve home or commercial applications,No,High,,Yes,High,,Yes,,No,Reference design/SDK/platform code — not a specific consumer home IoT product.,Partner=Yes vs Suhani=No
hub,keyword_only,C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-5310,A denial of service vulnerability exists in all Silicon Labs Z-Wave controller and endpoint devices running Z-Wave SDK v7.20.3 (Gecko SDK v4.3.3) and earlier. This attack can be carried out only by devices on the network sending a stream of packets to the device.,cpe:2.3:a:silabs:z-wave_software_development_kit:*:*:*:*:*:*:*:*|cpe:2.3:h:silabs:z-wave_long_range_700:-:*:*:*:*:*:*:*|cpe:2.3:h:silabs:z-wave_long_range_800:-:*:*:*:*:*:*:*,keyword_only,2023-12-15,6.5,3.1,CWE-248,Yes,Low,Silicon Labs Z-Wave SDK is used in Z-Wave home automation controllers which serve as home IoT hubs; however the SDK-level CVE could affect both home and commercial Z-Wave controllers and is not specific to a consumer home hub device,No,High,,Yes,High,,Yes,,No,Reference design/SDK/platform code — not a specific consumer home IoT product.,Partner=Yes vs Suhani=No
robotvacuum,vendor_only,C:Yes/Low  X:Maybe/Low  G:No/High,both strong reviewers low confidence; judgments not unanimous,CVE-2024-52329,ECOVACS HOME mobile app plugins for specific robots do not properly validate TLS certificates. An unauthenticated attacker can read or modify TLS traffic and obtain authentication tokens.,cpe:2.3:a:ecovacs:home:*:*:*:*:*:android:*:*|cpe:2.3:a:ecovacs:home:*:*:*:*:*:iphone_os:*:*,vendor_only,2025-01-23,7.4,3.1,CWE-295,Yes,Low,"ECOVACS HOME is the vendor's own companion app for its robot vacuums; a TLS-validation flaw in that app exposing device authentication tokens is an attack on the vacuum's own credential chain via its official app, which is in scope.",Maybe,Low,Vulnerability may be in a companion app rather than the robot vacuum hardware.,No,High,,Yes,,No,,Partner=Yes vs Suhani=No
robotvacuum,vendor_only,C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-2394,"Ecovacs Home Android and iOS Mobile Applications up to version 3.3.0 contained embedded access keys and secrets for Alibaba Object Storage Service (OSS), leading to sensitive data disclosure.",,vendor_only,2025-05-23,,,CWE-798,Yes,Low,"ECOVACS HOME is the vendor's own companion app for its robot vacuums; embedded cloud-storage keys leaking from that app risk exposing device-generated data (e.g. maps/recordings) tied to the vacuum, which is in scope as an attack via the device's own official app.",Yes,High,,No,High,,Yes,,No,,Partner=Yes vs Suhani=No
